,M10,M12,M14,M15,M16,M17,M18,M19,M2,M20,M21,M23,M24,M25,M26,M27,M28,M29,M3,M30,M31,M33,M35,M36,M37,M38,M39,M4,M40,M41,M43,M44,M45,M46,M47,M48,M5,M6,M7,M8,M9,P10,P12,P14,P15,P16,P17,P18,P19,P2,P20,P21,P23,P24,P25,P26,P27,P28,P29,P3,P30,P31,P33,P35,P36,P37,P38,P39,P4,P40,P41,P43,P44,P45,P46,P47,P48,P5,P6,P7,P8,P9
22.35833333,0,0,0,0,0,0,0,2690635.481,0,0,0,0,0,0,0,0,0,1939046.928,0,0,0,0,0,8038714.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510118.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886608.393,0,0,0,0,0,0,0,0,0,0,0,6379592.176,0,0,0,0,0,0,0
22.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602912.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7186596.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23090088.87,0,0,0,0,70814191.23,0,0,0,0,55931020.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768563.654,0,0,0,0,0,0,0,0,0,1806827.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.55076923,3321552.314,1618433.532,0,0,1667157.415,0,0,0,0,0,0,0,0,0,0,0,2845973.348,9668840.337,0,0,1280079.045,0,2318491.22,0,0,2983933.671,7597772.514,0,0,0,0,0,0,0,0,0,1223864.645,2066774.614,0,0,0,1791285.972,4733774.876,0,0,0,0,0,5312482.263,0,0,1359883.318,20995328.32,3530756.114,0,0,0,0,3285008.696,1374216.242,0,765576.308,0,0,3127845.382,0,2217114.542,0,0,0,0,2817506.79,0,0,0,0,3363215.987,1334580.817,2228300.954,0,0,0
22.59444444,0,1851328.98,0,0,0,0,0,0,0,0,0,0,9728759.316,0,0,0,0,0,0,0,2291182.021,0,0,39619409.33,0,1692012.295,0,0,0,0,0,0,0,8999829.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945120.433,0,0,1591226.006,0,0,0,0,0,0,0,0,0,0,0,0,13063463.11,0,0,0,0,0,0,0
22.62611111,1873212.883,0,0,0,0,0,0,3214212.767,0,0,0,0,0,0,0,0,0,0,0,0,0,1500705.09,1795318.794,0,0,0,0,0,3562742.843,1439255.406,0,0,0,0,0,0,0,6795781.177,0,0,0,0,0,0,3393345.345,0,0,0,2128764.258,0,0,13140443.79,0,2921130.89,0,0,2395649.959,0,1288965.445,5550102.27,0,0,0,0,0,0,0,0,0,0,0,0,0,14641857.34,0,4435732.023,0,0,0,0,1352811.907,5393072.845
22.7275,0,0,0,0,0,0,0,12785674.5,2143650.623,0,0,4671848.395,8291028.587,0,0,0,0,0,0,0,0,6925176.687,0,13142589.25,0,0,0,0,0,0,0,0,3298234.054,4825989.979,0,0,0,0,0,0,0,0,0,0,0,12457553.28,0,0,4730094.373,0,0,0,0,3476890.575,0,0,0,0,0,0,0,0,12192569.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.76894737,0,0,0,1639081.846,0,0,0,7944762.426,3477862.847,0,0,4349073.387,6379563.959,0,3477643.678,4414193.18,13778984.5,47880959.04,0,0,0,4533782.148,0,0,6348602.663,0,0,1343999.998,13756513.81,8348791.563,0,0,0,10457819.23,0,5946444.209,2216591.858,0,0,0,2589183.57,0,0,0,1525791.99,13658370.8,0,0,3856778.225,1838940.45,0,0,22264417.68,2683009.335,0,1485115.339,2894330.575,5864896.635,26334983.37,0,0,0,8133116.456,0,0,9633093.633,0,9118010.861,0,3538960.885,3247473.978,0,0,38828422.14,25243675.96,0,11492368.44,2668020.458,0,0,0,1805620.385
22.861,0,0,0,0,0,0,0,4904147.414,0,0,0,0,1649015.794,0,0,0,0,2455810.32,0,0,0,0,0,8607491.146,0,0,0,0,6846303.148,0,0,0,0,3639434.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282802.102,0,0,0,0,7434678.05,0,0,0,0,0,11588719.45,4362505.968,0,0,0,0,0,0,0
22.98714286,0,0,0,0,0,0,0,6979487.573,0,0,0,0,4251819.572,0,0,0,0,11793514.7,0,0,0,3139003.667,0,21116432.53,0,0,0,0,0,0,0,0,8058545.25,7880686.612,0,0,0,0,0,0,0,0,0,0,0,6275576.197,0,0,0,0,0,0,0,0,0,0,0,0,5858048.676,0,0,0,5786338.567,0,0,0,0,8196222.568,0,0,0,0,0,16169584.12,14474942.38,0,3109035.299,0,0,0,0,0
23.036,0,0,0,0,0,0,0,0,0,0,0,0,8287589.891,0,0,0,0,0,0,0,0,4942233.195,0,0,0,0,0,0,2457577.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6592852.661,0,0,0,0,0,0,0,0,0,9373790.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.07416667,0,0,0,0,0,0,0,9542687.309,5088190.065,0,0,7063856.564,0,0,0,0,0,5195219.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9355880.011,0,0,0,0,0,0,0,0,0,0,0,11045503.4,0,0,0,0,0,0,11140963.24,0,0,0,0,0,4041702.051,0,0,0,0,0,0,0,0,8234906.188,0,0,0,0,0,28936756.32,11922995.77,0,2511580.038,0,0,0,0,0
23.134,0,0,0,0,0,0,0,1788310.071,0,0,0,1427155.18,0,0,0,0,0,1778649.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270726.474,0,0,0,0,0,0,3067762.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.216,0,0,0,0,2227153.681,0,0,0,0,0,0,29210543.12,0,0,0,1302769.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990408.201,0,0,0,0,0,0,0,0,0,0,0,13314353.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45993491.88,0,0,0,0,96173702.09,0,0,0,0,84934084.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6785985.445,0,0,0,0,0,0,0
23.39454545,0,0,0,0,0,0,0,4921468.144,0,0,0,0,2008489.945,0,0,0,0,0,0,0,0,2336259.599,0,23436548.68,0,0,0,0,0,0,0,0,3028596.043,0,0,0,0,0,0,0,0,0,0,0,0,4931715.638,0,0,0,0,0,0,13618075.39,0,0,0,0,0,2744892.326,0,0,0,2763208.299,0,0,0,0,11132402.2,0,0,0,0,0,0,14789220.29,0,0,0,0,0,0,0
23.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13281335.65,0,0,0,0,32312011.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.51777778,0,0,0,0,0,0,0,4453448.374,0,0,0,0,1759786.965,0,0,0,0,0,0,0,0,0,0,52078688.31,0,0,0,0,132494468,0,0,0,0,78171147.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476696.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629111.154,10700096.37,0,1327665.811,0,0,0,0,0
23.68416667,0,0,0,0,0,0,0,0,0,0,0,0,5403519.934,0,0,0,0,0,0,0,0,0,0,2384342.091,0,0,0,0,0,0,0,0,0,3142726.101,0,0,0,4701812.675,0,0,0,0,0,0,2272904.824,0,0,0,0,0,0,6981358.693,0,0,0,0,793259.798,0,0,4013748.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942281.302,3686693.289,0,0,0,0,959806.56,7008553.219
23.8125,0,0,0,0,0,0,0,4942542.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258525.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551861.038,0,0,0,0,0,0,2803758.997,0,0,0,0,0,0,0
23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5129906.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115672.29,0,0,0,0,0,0,4419807.138,0,0,0,0,0,0,0
23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956208.376,0,0,0,0,0,4372438.322,0,0,0,0,0,0,0,0
24.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970641.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617512.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.26,2083603.591,0,0,0,0,0,0,7945999.036,0,0,0,0,2682754.23,0,1603604.449,1358344.976,5544272.119,9522679.471,0,0,0,2897075.983,0,7237782.901,1208337.546,0,0,0,1477677.886,1439752.174,1477778.03,0,2388648.39,3774275.472,0,0,1187751.876,0,0,0,0,0,0,0,0,11809748.09,0,0,0,0,0,0,2864095.387,1308601.499,0,0,0,0,1470282.334,0,0,0,2404555.154,0,0,0,0,12330886.32,0,0,0,1811425.317,0,16152503.33,5820476.205,0,4238665.2,0,0,0,0,0
24.325,0,0,0,0,0,0,0,3655758.924,0,0,0,0,2313562.57,0,0,0,0,2903498.056,0,0,0,0,0,15429524.91,0,0,0,0,0,0,0,0,0,3701050.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11365316.9,0,0,0,0,0,8213889.358,5208489.558,0,0,0,0,0,0,0
24.55375,0,0,0,0,0,0,0,0,1281045.257,0,0,0,1504616.474,0,0,0,0,5239488.644,0,0,0,0,0,0,0,0,1854243.632,0,934703.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492880.464,0,0,0,0,0,9335190.976,4123667.37,0,0,0,0,0,0,0
24.59083333,0,0,0,0,0,0,0,5083866.576,0,0,0,0,1950507.866,0,0,0,0,3924606.674,0,0,0,0,0,8673462.771,0,0,3529886.447,0,4600789.103,0,0,0,0,9568231.325,0,0,0,0,0,0,0,0,0,0,0,9582568.048,0,0,0,0,0,0,2092938.328,0,0,0,0,0,0,0,0,0,1564118.584,0,0,0,0,3286117.095,0,0,0,0,0,0,5429591.813,0,0,0,0,0,0,0
24.63,0,0,0,0,0,0,0,8756188.697,3862781.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343329.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.66947368,0,0,0,0,0,0,0,0,0,0,0,6310760.014,9847064.366,0,0,0,0,12701284.71,0,0,0,0,0,7321716.447,0,0,0,0,0,0,0,0,0,9282741.499,0,0,0,3838606.887,0,0,0,0,0,0,1493451.506,11280266.83,0,0,0,0,0,3773456.417,5227384.671,0,0,0,0,0,9149788.296,2684190.998,0,0,2906339.681,0,0,0,0,6692051.809,0,0,0,0,0,11910082.97,12103671.63,2418622.603,3992753.575,0,0,0,0,5773255.418
24.72,0,0,0,0,0,0,0,1541224.506,0,0,0,3988042.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271715.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4924302.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4368061.379,4078609.796,0,0,0,0,0,0,0
24.7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699959.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3939664.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269186.899,4520640.317,0,0,0,0,0,0,0
24.935,0,0,0,0,0,0,0,2088020.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695675.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3718222.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9205633.748,0,0,0,0,0,0,0,0,0,0,0,4781835.209,0,0,0,0,0,0,2766789.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.00285714,0,0,0,0,0,0,0,3887672.13,0,0,0,5019019.356,0,0,0,0,0,2796420.145,0,0,0,0,0,1718725.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348136.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630280.474,7052641.379,0,0,0,0,0,0,0
25.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866675.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160101.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881865.93,5862456.692,0,0,0,0,0,0,0
25.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070586.201,0,0,0,0,0,0,0,0,0,0,0,4624825.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.315,0,0,0,0,0,0,0,4465772.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5402020.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370072.926,0,0,0,0,0,3050573.946,0,0,0,0,0,0,0,0,0,1677351.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711924.153,0,0,0,0,0,0,0
25.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4568529.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4177284.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3527967.352,0,0,0,0,0,0,1946046.41,0,0,0,0,0,0,0
25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692499.227,0,0,0,0,0,0,0,0,0,2245996.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.8425,0,0,0,0,0,0,0,0,0,0,0,0,3405375.536,0,1571274.023,0,0,0,0,0,0,0,0,5048656.446,0,0,0,0,0,0,0,0,0,1672106.107,0,0,0,0,0,0,0,0,0,0,0,4611862.047,0,0,0,0,0,0,0,0,0,3460515.29,0,0,0,0,0,0,0,0,0,0,0,4336506.278,0,0,0,0,0,0,0,0,0,0,0,0,0,1466838.441
25.925,0,0,0,0,0,0,0,3018335.422,0,0,0,0,4385602.354,0,0,0,0,0,0,0,0,0,0,18504135.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194093.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.054,0,0,0,0,0,0,0,3401133.257,0,0,0,0,0,0,0,0,0,1878520.075,0,0,0,0,0,8261361.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5285662.09,0,0,0,0,0,0,2631053.788,0,0,0,0,0,0,0
26.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4151023.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13919165.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.1875,0,0,0,0,0,0,0,10236443.34,0,0,0,0,0,0,0,0,0,4526185.468,0,0,0,0,0,1960043.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883034.439,0,0,0,0,0,0
26.32,0,0,0,0,0,0,0,4098536.364,0,0,0,0,0,0,0,0,0,4941333.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4373542.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001127.935,0,0,0,0,0
26.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7332713.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109863.997,0,0,0,0,0,1852815.388,0,0,0,0,0,0,0,0,3043529.086,0,0,0,0,0,0,3308110.255,0,0,0,0,0,0,0
26.509,0,0,0,0,0,0,0,6985383.726,0,0,0,0,2669483.078,0,0,0,0,2514854.784,0,0,0,1450765.906,0,3478544.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3862334.011,0,0,0,0,0,0,5904373.174,0,0,0,0,0,0,0,0,0,1956581.42,0,0,0,0,7269434.002,0,0,0,0,0,0,1776106.675,0,0,0,0,0,0,0
26.78859155,27372898.94,12548989.12,0,10018669.11,0,0,6265332.876,503133266.5,0,8767091.433,12688810.86,11609846.14,27077074.17,11566847.19,75311206.75,7054046.857,50294591.74,324752603.3,3484145.434,6785864.497,5004448.61,60193878.97,43751802.46,37321627.06,3656342.608,3077584.787,4353864.015,36299161.04,30760856.14,7132450.875,74279189.33,14286000.47,0,48757585.78,10755412.62,60117957.83,52978432.26,18742661.91,0,0,16366121.37,69128805.53,21961737.23,5972117.952,13797921.16,265069423.8,6503324.829,4519683.749,47403324.12,6615843.032,5199710.466,20029646.83,47989690.99,97935200.02,7795744.883,12742190.51,0,1565236.02,33246391.11,17779722.69,0,4540976.941,72288471.4,11463511.25,19036128.59,30160564.9,13957036.02,568110437.6,40643257.24,0,12567903.29,294488940.4,16583008.76,5269737.468,50574712.51,51512121.9,392220036.1,25199586.15,20196718.39,12258302.76,0,6221606.999
26.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333631.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935757.565
26.91857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729078.317,0,0,0,0,0,1962822.477,4097511.988,0,0,0,0,2008891.849,0,3966449.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970825.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3864186.342,0,0,0,0,0,0,0
26.97666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896250.179,1893285.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883060.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.04857143,0,0,0,0,0,0,0,5154979.826,0,0,0,0,0,0,0,0,3295950.18,4476918.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6659791.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4466502.124,0,0,0,2628063.026,0,0,0,0,1860995.086,0,0,0,0,0
27.08333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4173550.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177170.102,0,0,0,0,0,0,0,0,2594142.49,0,0,0,0,0
27.21666667,0,0,0,0,0,0,0,5660024.293,0,0,0,0,0,0,0,0,0,1379510.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026070.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.68736842,0,3277069.735,0,0,0,2050806.142,0,11510893.86,0,0,0,0,10710148.86,0,0,0,0,8391586.09,0,0,1981250.861,5352530.685,0,27169851.29,0,0,0,0,0,0,0,0,0,6699795.64,0,0,0,0,0,0,0,0,0,0,0,21607895.14,0,0,2817900.591,0,0,0,4529114.946,2175023.568,0,0,0,0,5067116.132,0,0,0,9597705.395,0,0,0,0,7506798.523,0,0,0,0,0,5042277.268,5290360.037,0,5908185.497,0,0,0,0,0
27.772,0,0,0,0,0,0,0,4715983.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4635340.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5916591.106,0,0,0,0,0,5065699.582,3072109.746,0,0,0,0,0,0,0
28.00727273,0,0,0,0,0,0,0,12562616.41,0,0,0,0,0,0,0,0,0,10241716.54,0,0,0,3291863.755,0,6782210.545,0,0,0,0,4673848.903,0,0,0,0,10841123.89,0,0,0,0,0,0,0,0,0,0,0,14016076.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453454.503,0,0,0,0,90348232.39,0,0,0,2531745.353,0,0,0,0,8742017.991,0,0,0,0,0
28.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4821705.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15425667.03,0,0,0,0,0,0,0,0
28.154,0,0,0,0,0,0,0,6113301.736,0,0,0,0,0,0,0,0,2866116.196,5764442.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5532609.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4291011.279,0,0,0,0,0
28.34,0,0,0,0,0,0,0,8152766.342,0,0,0,0,0,0,0,0,0,6857275.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7367942.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.76285714,0,0,0,0,0,0,0,6384978.455,0,0,0,0,0,0,0,0,2204430.411,9160393.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10798264.92,0,0,0,0,0,0,0,0,0,0,0,5700416.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559596.792,0,0,0,2036387.042,0,0,0,0,0,0,0,0,0,0
28.85,0,0,0,0,0,0,0,5565315.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253757.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3413960.891,0,0,0,0,0
29.02866667,0,0,0,0,0,0,0,13466271.97,0,0,0,0,0,0,0,0,0,8996700.041,0,0,0,2630121.682,0,6472193.092,0,0,0,0,0,0,4746109.505,0,0,8587008.58,0,0,0,0,0,0,0,0,0,0,0,9661564.184,0,0,0,0,0,0,7105875.882,3000568.546,0,0,0,0,0,0,0,0,3939991.416,0,0,0,0,5254181.864,0,0,0,2436617.591,0,12484788.61,7395948.103,0,9059048.289,0,0,0,0,0
30.6275,0,0,0,0,0,0,0,4599182.713,0,0,0,0,0,0,0,0,0,3406101.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5758669.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721536.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.80365385,9914870.471,0,2331214.174,0,0,0,0,48599349.23,0,0,0,0,13071048.3,3501587.869,5177023.714,3187796.759,5542603.29,50313577.21,0,5479386.917,7476745.615,21885306.11,0,47695394.48,22341436.67,3252571.342,3547819.479,4089658.551,17820666.72,17228923.61,10073262.48,6466855.151,121604849.6,42530501.55,2913942.579,8652311.25,8579747.942,0,0,0,5850655.96,0,0,0,3439478.119,32264259.55,0,3626939.544,4439080.095,0,0,0,0,3820492.357,0,3235585.006,4288910.531,2183495.824,18448517.15,0,6118690.947,4504023.935,10166496.75,0,0,7712706.522,3291353.051,35248272.17,0,10975720.63,9235406.836,14239225.13,6941354.679,300629134.9,54214679.56,5625493.577,66708090.67,3877214.409,0,0,0,5330282.162
30.84333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12314330.34,0,0,0,0,2905945.081,0,2698488.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
